Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
-2.522222222,-6.638888889,0.9,11.2378,194,9.6278,1013.23
-2,-6.377777778,0.87,12.7351,174,9.982,1012.89
0.216666667,-4.083333333,0.83,14.7476,180,9.982,1012.21
2.483333333,-1.727777778,0.7,17.4202,171,9.982,1011.68
4.005555556,-0.627777778,0.63,23.9407,162,9.982,1010.12
5.022222222,1,0.64,20.93,171,9.982,1009.5
4.055555556,0.388888889,0.64,16.3898,169,11.3988,1008.78
2.916666667,-0.655555556,0.75,14.1358,142,11.2056,1008.23
2.894444444,-0.727777778,0.81,14.3773,152,11.2056,1007.83
3.016666667,-0.622222222,0.8,14.6671,161,11.0285,1007.89
2.894444444,-1.005555556,0.76,16.0517,161,11.2056,1007.03
3.866666667,-0.016666667,0.67,17.5329,171,15.8263,1006.53
4.766666667,0.15,0.66,25.8083,198,14.9569,1006.65
3.772222222,-1.016666667,0.71,24.7779,189,15.8263,1005.92
9.355555556,6.105555556,0.62,25.277,289,15.8263,1013.05
8.816666667,5.433333333,0.66,25.0999,280,15.8263,1013.63
9.15,7.166666667,0.68,12.8639,208,14.9569,1013.63
7.711111111,4,0.68,25.1643,280,15.8263,1014.17
7.2,3.8,0.71,20.5275,290,15.8263,1014.56
6.6,2.766666667,0.74,23.1679,288,14.9569,1015.11
6.133333333,2.138888889,0.76,23.506,290,9.982,1015.46
6.111111111,2.111111111,0.79,23.506,290,9.982,1015.97
7.694444444,3.8,0.76,27.2734,289,9.982,1016.91
9.972222222,6.9,0.71,25.2931,300,9.982,1017.15
12.12777778,12.12777778,0.61,25.3897,291,11.2056,1017.74
12.84444444,12.84444444,0.55,28.1106,292,11.3988,1017.96
13.95555556,13.95555556,0.51,23.828,300,11.27,1017.43
14.04444444,14.04444444,0.57,20.5919,308,11.27,1017.29
16.09444444,16.09444444,0.38,19.5454,289,10.3523,1016.91
17.19444444,17.19444444,0.34,15.9712,288,9.982,1015.91
17.23888889,17.23888889,0.31,10.0464,285,9.982,1015.27
17.08333333,17.08333333,0.32,13.1537,248,10.3523,1014.55
16.15555556,16.15555556,0.39,16.0678,230,9.982,1014.17
12.91666667,12.91666667,0.48,15.4721,220,9.982,1014.36
11.50555556,11.50555556,0.56,10.7709,211,9.982,1014.58
8.983333333,7.272222222,0.65,10.9158,200,9.982,1014.47
9.027777778,7.288888889,0.65,11.1573,199,15.8263,1014.36
9.261111111,7.555555556,0.7,11.2217,198,14.9569,1014.26
10.55555556,10.55555556,0.61,14.3129,200,15.8263,1013.77
10.11666667,10.11666667,0.65,14.168,210,15.8263,1013.56
8.35,6.6,0.82,10.4328,262,14.9569,1015.85
9.583333333,7.505555556,0.65,14.2646,211,15.8263,1012.86
8.477777778,6.15,0.73,14.2324,203,15.8263,1012.28
7.216666667,5.894444444,0.77,7.406,215,14.9569,1012.46
6.322222222,4.672222222,0.78,8.0983,221,9.982,1012.59
7.366666667,6.727777778,0.79,5.152,213,9.982,1012.68
10.97777778,10.97777778,0.67,10.3523,241,9.982,1012.86
12.24444444,12.24444444,0.61,14.329,232,10.0464,1013.07
13.81666667,13.81666667,0.59,11.8013,249,11.27,1012.88
13.02222222,13.02222222,0.7,14.6832,241,11.4471,1013.49
12.33333333,12.33333333,0.79,9.0643,249,11.27,1013.55
12.70555556,12.70555556,0.77,8.7423,249,11.27,1013.49
12.41666667,12.41666667,0.83,15.2789,251,10.8997,1013.63
12.2,12.2,0.86,10.1108,257,8.1949,1013.37
11.18333333,11.18333333,0.92,21.896,222,11.2056,1013.17
11.19444444,11.19444444,0.92,14.3612,226,10.4972,1013.23
11.20555556,11.20555556,0.93,14.49,223,11.2056,1013.07
11.18333333,11.18333333,0.92,11.3827,222,11.1251,1013.26
10.26111111,10.26111111,0.92,7.9856,257,10.948,1013.82
9.977777778,8.277777778,0.93,12.1716,260,9.9015,1014.22
9.983333333,8.027777778,0.89,14.0231,270,15.7297,1014.93
9.638888889,7.611111111,0.92,14.0231,251,14.9569,1015.38
4.861111111,0.077777778,0.68,27.9013,190,15.8263,1005.03
8.516666667,5.066666667,0.73,24.8423,197,14.6349,998.15
4.422222222,-0.233333333,0.7,25.2609,181,15.8263,1003.6
3.5,-0.527777778,0.76,17.9032,172,15.8263,1002.86
4.605555556,0.083333333,0.76,24.4076,190,14.9569,1002.29
7.105555556,2.205555556,0.65,38.7044,190,9.982,1000.79
7.133333333,2.538888889,0.71,34.2286,191,9.982,1000.28
6.088888889,1.011111111,0.76,36.3216,189,10.3523,1000.04
7.338888889,2.788888889,0.7,34.5184,191,11.2056,999.84
8.911111111,4.7,0.66,37.1749,182,11.2056,999.67
9.944444444,6.261111111,0.66,34.0032,199,10.3523,999.94
11.02777778,11.02777778,0.66,39.5255,212,11.27,999.64
11.00555556,11.00555556,0.66,25.921,212,11.27,999.81
10.11666667,10.11666667,0.74,11.8657,275,11.4471,999.98
7.172222222,4.877777778,0.86,12.1716,358,11.1251,1000.1
7.127777778,4.8,0.8,12.3004,8,11.1251,999.71
6.55,4.738888889,0.85,8.9999,48,11.3183,999.85
6.038888889,4.116666667,0.86,9.0643,62,11.0446,999.06
6.038888889,3.722222222,0.86,10.9963,111,11.0446,998.08
6.005555556,3.95,0.87,9.66,137,10.8836,997.92
6.038888889,3.416666667,0.87,12.6546,150,10.948,996.92
8.183333333,5.177777778,0.8,19.2556,199,15.5043,996.24
8.938888889,5.727777778,0.78,23.4577,200,14.6832,996.73
9.311111111,6.183333333,0.74,23.6831,200,15.5043,996.38
8.733333333,5.477777778,0.77,23.2967,201,15.4399,996.39
1.283333333,-1.705555556,0.91,9.7888,332,4.8783,1006.3
8.888888889,6.111111111,0.76,18.8531,199,15.456,996.54
8.333333333,6.677777778,0.78,9.9015,266,15.4238,996.9
5.144444444,3.022222222,0.88,9.2253,343,14.6832,997.4
3.677777778,0.583333333,0.92,12.4614,3,4.025,997.96
2.661111111,-0.366666667,0.96,11.0929,13,3.6547,998.07
2.65,0.433333333,0.91,7.8407,23,5.0232,998.22
2.15,-0.261111111,0.92,8.2432,50,5.1359,998.23
2.705555556,-0.027777778,0.89,9.8371,42,8.05,997.92
5.3,3.166666667,0.86,9.4024,57,9.66,997.55
6.888888889,5.016666667,0.86,9.5956,6,11.0446,997.08
5.833333333,2.611111111,0.93,16.2771,3,11.0446,0
4.738888889,0.972222222,0.89,18.2896,11,11.2378,997.05
2.65,-2.711111111,0.89,27.1446,351,10.8514,0
1.061111111,-4.566666667,0.92,25.3414,11,10.787,0
1.3,-4.011111111,0.92,23.2484,359,10.6582,999.72
1.016666667,-4.361111111,0.93,23.1679,359,10.787,1000.43
0,-5.505555556,1,22.0248,0,5.8604,0
0.15,-5.655555556,0.93,24.6652,8,6.4722,1001.99
0,-5.505555556,0.92,22.0248,350,4.3309,0
0,-5.855555556,0.96,24.7135,359,2.9463,1003.94
0.105555556,-5.522222222,0.96,23.1357,339,4.2504,1005.34
-0.022222222,-5.866666667,0.93,24.6008,349,5.8604,1006.13
-0.533333333,-6.511111111,0.96,24.5042,349,2.4794,1007.01
-1.077777778,-5.994444444,0.81,16.4542,356,7.4543,1010.19
-0.577777778,-4.927777778,0.96,14.0553,317,3.9767,1009.25
-0.672222222,-5.022222222,0.95,13.9748,281,3.9767,1009.75
-1.583333333,-6.005555556,0.96,13.3469,282,4.9105,1010.16
-2.294444444,-7.022222222,0.92,14.0231,310,4.4436,1010.38
-2.994444444,-7.105555556,0.85,10.8353,319,4.9105,1010.48
-2.788888889,-7.033333333,0.91,11.4954,327,6.1663,1010.67
-2.805555556,-6.938888889,0.92,11.0768,330,5.9731,1010.85
-2.711111111,-7.505555556,0.91,13.9104,339,6.0697,1011.22
-1.938888889,-5.322222222,0.87,8.9999,331,6.6976,1011.62
-0.922222222,-4.955555556,0.87,12.2521,340,7.1323,1011.64
-0.95,-4.65,0.87,10.8514,329,7.1323,1011.42
0.2,-3.138888889,0.81,10.3362,324,7.5509,1010.39
0.116666667,-4.033333333,0.81,13.8782,311,7.2128,1010.25
0.072222222,-4.127777778,0.81,14.0553,348,7.2128,1009.27
0.1,-4.033333333,0.82,13.7494,23,7.6314,1008.91
-0.027777778,-3.594444444,0.76,11.0607,332,8.1305,1008.85
-0.05,-3.655555556,0.82,11.2056,301,8.05,1009.76
-0.038888889,-3.883333333,0.83,12.2199,310,7.9856,1010.52
-0.072222222,-4.305555556,0.82,14.0875,339,8.05,1009.99
-0.627777778,-5.005555556,0.85,14.1519,330,8.05,1009.98
-1.116666667,-5.516666667,0.85,13.7172,330,6.7781,1010.33
-1.183333333,-5.7,0.81,14.2163,340,6.1663,1010.41
-1.861111111,-6.544444444,0.81,14.2807,341,6.1985,1010.52
-2.222222222,-6.694444444,0.67,12.9444,358,14.9569,1014.62
-1.855555556,-6.505555556,0.78,14.1197,1,9.9015,1010.91
-1.855555556,-7.072222222,0.75,17.0821,10,9.9015,1010.63
-2.411111111,-7.561111111,0.74,15.9551,10,9.9015,1010.89
-2.505555556,-7.827777778,0.7,16.7923,359,9.8049,1011.02
-3.111111111,-9.127777778,0.72,19.8996,349,9.8049,1011.23
-3.066666667,-8.972222222,0.72,19.2878,349,9.9015,1011.48
-2.455555556,-8.744444444,0.75,22.8298,359,9.982,1011.86
-2.244444444,-8.277777778,0.69,21.4452,9,9.982,1012.42
-1.033333333,-6.855555556,0.67,22.2985,10,9.982,1012.46
0,-5.7,0.62,23.4738,10,9.982,1012.52
1.083333333,-3.916666667,0.63,20.4309,351,9.982,1013
1.211111111,-3.894444444,0.71,21.4452,351,11.0285,1012.77
2.15,-2.916666667,0.63,23.2001,341,11.2056,1012.52
2.172222222,-3.077777778,0.62,24.8584,351,11.2056,1012.7
1.277777778,-3.794444444,0.65,21.3325,351,9.982,1012.81
0.988888889,-4.2,0.63,21.6545,351,9.982,1013.08
-0.072222222,-4.861111111,0.58,17.1143,349,9.982,1013.78
-0.183333333,-4.616666667,0.63,14.973,347,9.982,1014.52
-1.255555556,-5.627777778,0.64,13.4274,330,9.982,1014.99
-1.35,-5.866666667,0.67,14.0231,350,15.8263,1015
-1.85,-6.95,0.64,16.4542,346,14.9569,1015.14
-2.344444444,-6.366666667,0.66,11.0124,342,15.8263,1015.22
-2.827777778,-7.672222222,0.68,14.0231,342,15.8263,1015.21
-4.238888889,-4.238888889,0.84,3.381,161,8.1788,1015.77
-2.944444444,-7.833333333,0.69,14.1036,359,15.8263,1015.52
-2.916666667,-7.811111111,0.66,14.1358,358,15.8263,1015.53
-4.083333333,-9.688888889,0.71,16.261,347,14.8764,1015.8
-4.1,-9.472222222,0.7,15.1018,359,9.8049,1016.22
-4.222222222,-9.944444444,0.75,16.6796,349,9.6761,1016.6
-3.333333333,-8.744444444,0.7,16.1966,347,9.7083,1016.76
-2.294444444,-7.566666667,0.68,16.7923,358,9.6761,1017.23
-1.111111111,-6.905555556,0.61,21.9121,10,9.982,1017.51
0.105555556,-5.244444444,0.56,21.0749,9,9.982,1017.63
1.083333333,-4.116666667,0.55,21.9443,0,9.982,1017.9
2.172222222,-2.077777778,0.55,17.2109,21,9.982,1018.08
2.377777778,-1.522222222,0.49,15.3272,8,10.3523,1017.77
2.75,-1.044444444,0.57,15.2306,0,9.982,1017.47
2.8,-0.694444444,0.48,13.5562,21,9.982,1017.55
2.488888889,-0.8,0.53,12.1555,7,10.3523,1017.58
1.177777778,-1.544444444,0.59,8.7101,0,9.982,1017.42
-0.005555556,-2.488888889,0.69,7.2772,64,9.9015,1017.61
-1.022222222,-1.022222222,0.74,4.1055,63,9.9015,1017.77
-2.244444444,-2.244444444,0.81,4.4597,84,9.8049,1017.51
-2.783333333,-2.783333333,0.88,3.22,105,15.6492,1017.2
-2.772222222,-2.772222222,0.88,2.8497,206,13.4435,1017.35
-3.338888889,-6.033333333,0.81,6.44,160,11.7047,1016.8
-3.361111111,-6.138888889,0.88,6.6332,170,7.8246,1015.98
1.377777778,-2.305555556,0.82,12.9283,179,13.4757,1010.29
-4.383333333,-8.9,0.82,11.3022,142,7.8729,1015.15
-3.872222222,-9.027777778,0.79,14.3451,151,7.9051,1013.87
-3.766666667,-8.183333333,0.79,11.3827,148,8.2593,1013.48
-3.822222222,-8.577777778,0.79,12.6546,159,9.8049,1013.14
-2.755555556,-7.638888889,0.78,14.2646,149,9.9015,1012.55
-2.316666667,-7.516666667,0.76,16.3737,148,9.982,1012.08
-1.088888889,-6.866666667,0.75,21.8316,159,9.982,1011.56
1.016666667,-4.416666667,0.65,23.6187,159,9.982,1011.46
1.977777778,-3.55,0.65,26.8387,168,9.982,1011.12
2.133333333,-3.172222222,0.56,25.2448,179,9.982,1010.57
2.644444444,-2.322222222,0.59,23.506,179,10.0464,1010.52
2.65,-2.2,0.68,22.5722,188,10.8353,1009.95
2.15,-2.938888889,0.73,23.4094,179,10.8192,1009.55
2.194444444,-2.5,0.8,20.3504,168,5.9087,1009.41
2.238888889,-2.761111111,0.85,22.8781,160,10.7065,1009.13
1.244444444,-4.316666667,0.85,25.2126,160,5.9087,1008.83
2.238888889,-2.65,0.79,21.9604,151,10.8192,1008.84
2.283333333,-2.627777778,0.74,22.2502,169,10.7065,1009.26
2.266666667,-2.822222222,0.73,23.6187,160,10.8514,1009.01
2.266666667,-2.411111111,0.76,20.3504,171,15.5043,1008.83
2.305555556,-1.883333333,0.79,17.0499,178,14.6832,1009.29
2.266666667,-1.994444444,0.8,17.4041,181,3.059,1008.83
12.73333333,12.73333333,0.54,14.1036,159,15.8263,1014.48
12.68888889,12.68888889,0.56,17.066,150,15.8263,1014.28
11.13333333,11.13333333,0.91,7.5026,145,6.9391,1018.35
11.6,11.6,0.62,17.0338,139,15.8746,1014.08
11.08888889,11.08888889,0.71,17.1143,130,15.8746,1014.08
10.55555556,10.55555556,0.78,13.0571,129,14.9569,1013.82
11.06666667,11.06666667,0.77,15.7136,130,11.27,1013.87
11.09444444,11.09444444,0.78,9.7405,112,11.27,1014.26
12.05,12.05,0.74,12.7351,119,10.0303,1014.51
12.15555556,12.15555556,0.73,15.8585,139,11.27,1014.58
12.66666667,12.66666667,0.73,15.8585,149,11.1251,1014.78
12.81111111,12.81111111,0.74,10.4006,156,11.4471,1014.85
15.72222222,15.72222222,0.64,17.1304,161,11.0768,1014.75
15.7,15.7,0.69,9.338,216,11.0768,1014.57
14.95555556,14.95555556,0.77,17.3075,256,11.2056,1014.6
13.70555556,13.70555556,0.78,13.2986,288,11.0446,1014.87
12.71111111,12.71111111,0.83,10.1913,289,11.0446,1015.14
12.81666667,12.81666667,0.84,9.3702,296,10.8192,1015.56
12.22222222,12.22222222,0.86,7.6153,316,11.0446,1015.99
12.22222222,12.22222222,0.86,8.1144,270,11.27,1016.28
11.35,11.35,0.92,3.2844,285,11.0768,1016.85
11.09444444,11.09444444,0.93,1.5939,178,4.2987,1017.57
11.04444444,11.04444444,0.96,6.3434,176,4.347,1018
11.21666667,11.21666667,0.93,3.4937,258,10.0303,1018.45
12.62222222,12.62222222,0.78,10.787,119,15.8263,1011.35
10.51111111,10.51111111,0.87,6.1502,39,15.8263,1011.24
9.872222222,9.333333333,0.88,6.0375,338,15.0052,1011.71
9.861111111,8.388888889,0.89,10.5616,49,14.812,1010.64
9.444444444,9.444444444,0.93,3.4776,65,14.812,1010.63
7.805555556,7.805555556,0.93,3.3971,40,14.0231,1010.48
9.977777778,9.977777778,0.93,0.2576,290,9.8049,1010.35
12.64444444,12.64444444,0.9,8.9838,48,9.9015,1010.06
14.85555556,14.85555556,0.78,9.8532,32,9.982,1009.94
17.73333333,17.73333333,0.69,10.8997,19,9.982,1010.02
18.86111111,18.86111111,0.52,11.6886,38,9.982,1009.92
19.88333333,19.88333333,0.49,13.5401,42,10.3523,1009.99
20.09444444,20.09444444,0.35,16.9855,22,9.982,1009.43
20.09444444,20.09444444,0.4,19.6259,29,9.982,1008.83
21.14444444,21.14444444,0.32,18.3379,18,10.3523,1008.48
21.22777778,21.22777778,0.32,16.7923,30,10.0464,1007.89
20.82222222,20.82222222,0.36,13.2825,14,9.7566,1007.7
20.91666667,20.91666667,0.38,11.27,37,10.4006,1007.82
17.60555556,17.60555556,0.44,14.2807,19,10.0464,1007.94
15.17222222,15.17222222,0.6,23.5704,11,11.27,1008.77
14.08333333,14.08333333,0.64,19.5132,7,11.4471,1009.79
12.66111111,12.66111111,0.7,16.8567,40,11.2056,1010.55
12.61666667,12.61666667,0.68,13.5079,17,15.8263,1010.85
11.75,11.75,0.77,12.4936,317,15.3111,1011.26
11.57777778,11.57777778,0.78,2.6404,246,15.8263,1011.66
10.48888889,10.48888889,0.84,14.2324,337,15.8263,1011.96
8.7,8.7,0.92,2.737,260,5.5384,1016.93
8.983333333,6.788888889,0.93,14.1197,311,15.8746,1012.23
9.466666667,7.377777778,0.89,14.168,338,15.8746,1011.97
9.027777778,6.977777778,0.87,13.1698,348,14.8764,1011.96
7.916666667,6.544444444,0.89,8.1305,291,10.0464,1012.55
10.99444444,10.99444444,0.81,15.456,329,9.982,1012.87
12.21111111,12.21111111,0.74,14.3773,350,11.0285,1013.23
12.82777778,12.82777778,0.72,13.9587,341,11.2056,1013.77
12.41111111,12.41111111,0.79,7.6958,334,11.2056,1014.15
13.25555556,13.25555556,0.75,4.0089,324,11.4471,1014.81
14.17222222,14.17222222,0.71,10.2879,283,11.27,1014.99
17.29444444,17.29444444,0.62,10.7387,312,11.27,1014.52
17.67222222,17.67222222,0.63,12.0106,311,11.4471,1014.31
13.4,13.4,0.74,31.556,0,6.3434,1013.65
12.8,12.8,0.83,21.2359,47,11.27,1015.41
13.33333333,13.33333333,0.79,3.7996,89,11.0768,1015.29
14.21666667,14.21666667,0.75,2.7531,150,11.2056,1015.09
14.05555556,14.05555556,0.76,4.5563,277,9.982,1015.87
12.87777778,12.87777778,0.84,6.9552,240,9.982,1016.38
12.73333333,12.73333333,0.83,6.118,247,15.8263,1016.73
10.12222222,10.12222222,0.92,7.9695,201,9.982,1017.51
9.822222222,9.455555556,0.92,5.3613,182,11.6886,1018.02
9.522222222,8.911111111,0.92,6.1019,153,4.7495,1018.28
9.427777778,7.833333333,0.93,10.7548,252,4.7495,1018
10.27222222,10.27222222,0.9,5.5545,171,14.168,1021.04
7.788888889,7.788888889,0.96,2.7531,207,4.7495,1017.83
6.744444444,6.744444444,0.96,2.898,225,4.7495,1018.31
7.022222222,7.022222222,0.96,3.2039,210,1.0465,1018.64
7.161111111,7.161111111,1,3.0268,230,3.6547,1019.11
9.916666667,9.016666667,1,7.5509,140,8.05,1019.52
11.27222222,11.27222222,0.92,4.2987,169,10.4972,1020.5
13.08333333,13.08333333,0.81,2.7692,303,9.982,1020.68
15.39444444,15.39444444,0.7,3.6708,215,9.982,1021.06
17.59444444,17.59444444,0.62,10.2718,229,10.0303,1021.14
21.20555556,21.20555556,0.48,3.3488,294,11.2056,1021.07
21.22777778,21.22777778,0.4,2.5599,341,9.982,1020.96
22.18888889,22.18888889,0.41,2.8014,76,10.3523,1020.78
22.87222222,22.87222222,0.32,1.3846,171,9.982,1020.46
22.33333333,22.33333333,0.38,5.1198,183,9.982,1020.06
22.27222222,22.27222222,0.3,3.0912,187,10.3523,1019.99
21.25,21.25,0.47,6.8586,133,9.982,1019.96
18.14444444,18.14444444,0.51,9.0321,141,9.982,1019.96
17.61666667,17.61666667,0.54,8.05,142,10.3523,1020.22
14.95555556,14.95555556,0.67,9.1126,130,9.982,1020.68
13.75555556,13.75555556,0.72,10.8353,131,15.8263,1021.38
12.96111111,12.96111111,0.73,9.982,153,15.3111,1021.55
11.60555556,11.60555556,0.8,6.1824,169,15.8263,1021.68
9.983333333,9.983333333,0.86,3.1878,142,15.8263,1021.61
11.99444444,11.99444444,0.75,6.3756,196,15.3111,1018.13
9.844444444,9.294444444,0.93,6.0214,158,14.9086,1021.69
9.822222222,9.177777778,0.89,6.3917,178,14.9086,1021.59
9.5,8.9,0.89,6.0375,143,14.3451,1021.66
9.916666667,8.7,0.86,9.1287,130,9.9015,1021.79
12.2,12.2,0.85,7.7924,140,9.982,1022.05
15.01666667,15.01666667,0.72,8.9033,143,9.982,1022.3
17.92222222,17.92222222,0.64,9.6439,150,9.982,1022.31
20.11666667,20.11666667,0.59,11.5437,161,9.982,1022.03
22.19444444,22.19444444,0.41,17.1465,175,11.3988,1021.82
22.82777778,22.82777778,0.37,17.2592,186,9.982,1021.52
22.93888889,22.93888889,0.34,20.3504,170,9.982,1020.92
23.04444444,23.04444444,0.29,16.905,161,10.3523,1020.6
22.96111111,22.96111111,0.37,15.8102,171,9.982,1019.81
24.00555556,24.00555556,0.32,15.778,160,9.982,1019.22
23.11111111,23.11111111,0.33,14.8281,145,10.3523,1018.68
21.36111111,21.36111111,0.35,12.4936,141,9.982,1018.03
19.21111111,19.21111111,0.43,12.9766,140,9.982,1017.93
17.96666667,17.96666667,0.52,9.8854,135,10.3523,1017.83
16.22777778,16.22777778,0.62,9.5795,140,9.982,1017.86
15.05,15.05,0.67,11.0446,131,15.8263,1018.07
14.45555556,14.45555556,0.7,11.3666,135,16.1,1017.79
13.87222222,13.87222222,0.72,10.9963,141,15.8263,1017.48
12.75555556,12.75555556,0.74,6.6493,161,15.8263,1017.37
14.02777778,14.02777778,0.79,11.4471,295,14.9569,1017.34
11.68888889,11.68888889,0.8,6.601,171,15.8263,1016.88
11.71111111,11.71111111,0.8,6.118,161,15.8263,1016.76
12.09444444,12.09444444,0.79,9.7405,156,14.9569,1016.67
12.82777778,12.82777778,0.76,7.8246,184,9.982,1016.77
13.96111111,13.96111111,0.76,4.83,187,9.982,1016.78
17.42222222,17.42222222,0.61,4.1377,230,9.982,1016.98
18.81666667,18.81666667,0.65,7.728,204,9.982,1016.6
21.01666667,21.01666667,0.57,7.2611,182,9.982,1016.69
20.22222222,20.22222222,0.53,8.3398,218,10.3523,1016.79
21.25,21.25,0.49,2.9302,240,10.0464,1016.69
22.80555556,22.80555556,0.52,2.4955,106,11.27,1016.22
23.81666667,23.81666667,0.41,3.1073,216,15.3594,1015.97
23.86111111,23.86111111,0.39,7.7441,22,10.0464,1015.11
22.63333333,22.63333333,0.42,9.1448,351,11.27,1014.63
20.6,20.6,0.61,12.3809,232,10.8997,1014.61
17.65,17.65,0.61,13.6367,257,11.27,1015.33
16.07222222,16.07222222,0.73,17.1948,268,11.27,1015.83
14.95555556,14.95555556,0.8,11.5759,246,10.8997,1016.61
14.95555556,14.95555556,0.79,16.1966,278,11.27,1017.14
14.88333333,14.88333333,0.79,20.2377,289,15.8746,1017.54
14.86111111,14.86111111,0.78,22.9425,289,15.0052,1017.51
14.4,14.4,0.8,14.2807,289,15.8746,1017.45
14.37777778,14.37777778,0.78,17.0821,308,15.8263,1017.45
10.75555556,10.75555556,0.95,4.4919,166,14.7959,1021.09
12.77777778,12.77777778,0.86,16.8889,300,15.8263,1017.66
12.26666667,12.26666667,0.9,11.1251,309,9.982,1017.85
11.87777778,11.87777778,0.91,6.3434,296,8.4203,1018.21
12.27222222,12.27222222,0.93,9.5312,319,9.6761,1018.57
13.82222222,13.82222222,0.9,10.8836,340,9.8049,1019.28
14.73888889,14.73888889,0.88,15.7941,347,10.948,1019.93
13.96111111,13.96111111,0.9,14.0875,2,8.1949,1020.37
16.13888889,16.13888889,0.81,15.617,21,11.2056,1020.66
17.78888889,17.78888889,0.77,16.6796,19,11.3988,1020.92
18.91111111,18.91111111,0.67,14.2163,18,11.27,1021.25
20,20,0.67,15.3594,0,11.27,1021.14
19.97777778,19.97777778,0.61,11.3988,27,11.4471,1021.08
21.22777778,21.22777778,0.53,14.9408,350,11.27,1020.53
21.20555556,21.20555556,0.53,12.3326,359,11.2056,1020.32
21.21111111,21.21111111,0.52,11.27,335,11.3988,1020.19
20.16111111,20.16111111,0.53,9.2736,346,11.2056,1019.9
19.09444444,19.09444444,0.6,6.9391,350,11.2056,1020.07
17.65555556,17.65555556,0.62,1.61,56,10.3523,1020.44
15.07222222,15.07222222,0.78,1.9481,170,9.982,1020.99
13.40555556,13.40555556,0.83,3.1073,201,15.8263,1021.5
12.92777778,12.92777778,0.9,2.7531,191,14.9569,1021.64
11.18333333,11.18333333,0.93,2.9785,206,15.7297,1021.88
10.65,10.65,0.96,3.5742,189,15.7297,1021.98
14.07777778,14.07777778,0.79,5.635,201,14.9569,1017.44
10.55555556,10.55555556,0.93,6.1341,199,15.6492,1021.38
9.955555556,9.394444444,0.93,6.1341,181,15.6492,1021.1
10.31111111,10.31111111,0.95,2.9785,192,9.8371,1021.19
11.02222222,11.02222222,0.93,7.6636,171,9.7083,1021.38
14.82222222,14.82222222,0.84,4.9749,178,9.9015,1021.37
17.51111111,17.51111111,0.74,7.3738,189,10.3523,1021.47
21.04444444,21.04444444,0.59,9.7405,182,9.982,1021.54
21.16111111,21.16111111,0.59,14.4256,198,11.27,1021.25
22.19444444,22.19444444,0.49,13.6206,206,11.3988,1021.23
22.8,22.8,0.44,14.2968,207,9.982,1020.46
23.91111111,23.91111111,0.41,13.1054,209,9.982,1020.15
23.92222222,23.92222222,0.38,15.4882,188,10.3523,1019.73
24.00555556,24.00555556,0.41,16.0034,210,9.982,1019.05
24.00555556,24.00555556,0.38,14.4256,210,9.982,1018.45
24.11666667,24.11666667,0.4,13.7655,200,10.3523,1018.07
22.91666667,22.91666667,0.47,12.5741,201,9.982,1017.56
21.29444444,21.29444444,0.52,7.889,191,9.982,1017.18
19.61666667,19.61666667,0.54,9.2253,163,10.3523,1017.22
17.87222222,17.87222222,0.65,10.7548,161,9.982,1017.16
17.32222222,17.32222222,0.67,11.1573,170,15.8263,1017.35
16.08888889,16.08888889,0.7,6.1985,171,14.9569,1017.52
15.16111111,15.16111111,0.74,3.3166,177,15.8263,1017.65
16.06666667,16.06666667,0.7,6.0858,168,15.8263,1017.09
11.98888889,11.98888889,0.89,4.1699,294,14.0231,1018.41
13.96666667,13.96666667,0.75,6.2629,192,15.8263,1016.29
13.46111111,13.46111111,0.83,6.279,302,15.8263,1016.73
13.48333333,13.48333333,0.89,3.1395,129,14.9569,1016.11
13.87222222,13.87222222,0.9,8.05,170,9.982,1015.95
16,16,0.78,10.8353,160,9.982,1015.67
17.54444444,17.54444444,0.75,9.3863,192,9.982,1015.47
18.83888889,18.83888889,0.73,10.6099,214,10.0464,1015.58
19.83333333,19.83333333,0.68,10.9802,262,10.0464,1015.33
19.12222222,19.12222222,0.72,15.7136,285,11.3183,1015.45
17.77222222,17.77222222,0.78,13.2986,338,11.27,1016.24
18.75,18.75,0.79,11.6081,299,11.27,1016.14
17.93888889,17.93888889,0.79,15.0535,251,10.948,1016.18
17.91666667,17.91666667,0.84,16.0034,250,11.27,1015.69
19.97222222,19.97222222,0.68,26.8709,289,11.27,1015.49
17.55,17.55,0.8,19.0785,263,11.0768,1015.31
17.91666667,17.91666667,0.73,21.0105,300,11.27,1015.3
17.69444444,17.69444444,0.73,19.5132,301,11.1412,1015.63
17.28333333,17.28333333,0.75,17.2753,299,11.5276,1016.02
16.16111111,16.16111111,0.81,17.2914,300,15.8263,1016.55
15.57777778,15.57777778,0.84,17.066,311,15.8263,1017.47
15.47777778,15.47777778,0.82,15.8907,335,15.3111,1018.19
13.86666667,13.86666667,0.83,13.8621,328,15.8263,1018.76
13.28888889,13.28888889,0.83,14.1036,300,15.7297,1019.16
15.48333333,15.48333333,0.74,11.6403,168,15.3111,1016.05
10.49444444,10.49444444,0.96,3.5903,292,11.8013,1018.87
9.983333333,9.983333333,0.96,3.6547,275,11.8013,1019.23
10.1,10.1,0.93,6.6332,299,11.5437,1019.61
10.91111111,10.91111111,0.93,7.8085,301,9.6761,1020.02
12.64444444,12.64444444,0.9,11.0285,299,9.8049,1020.52
